date,user,text
Sun Jun 07 03:28:26 UTC 2009,SmartMouthBroad,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul
Sun Jun 07 03:29:04 UTC 2009,goncalol,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio"
Sun Jun 07 17:42:50 UTC 2009,BobtheRobot,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it."
Sun Jun 07 21:47:45 UTC 2009,Hittman,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html"
Mon Jun 08 00:01:27 UTC 2009,aiban,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis
Mon Jun 08 00:12:16 UTC 2009,nyctimes,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.
Mon Jun 08 00:13:48 UTC 2009,k8tb52,I love my Kindle2. No more stacks of books to trip over on the way to the loo.
Mon Jun 08 19:59:10 UTC 2009,taylorcarrigan,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more."
Mon Jun 08 19:59:50 UTC 2009,susanjane,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)"
Mon Jun 08 20:01:17 UTC 2009,stick08,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?
Mon Jun 08 20:01:55 UTC 2009,CaptainCraigos,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?
Mon Jun 08 20:06:40 UTC 2009,iPhoneFuzzball,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter
Mon Jun 08 20:07:44 UTC 2009,itsolivia,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass"
Mon Jun 08 20:46:18 UTC 2009,kyrabeckf,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave
Tue Jun 09 03:58:11 UTC 2009,auxesis,looks like summize has gone down. too many tweets from WWDC perhaps?
Tue Jun 09 05:14:20 UTC 2009,deedeewarren,I hope the girl at work  buys my Kindle2
Tue Jun 09 05:14:32 UTC 2009,RogerSPress,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush
Tue Jun 09 05:17:27 UTC 2009,kmozena,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen"
Tue Jun 09 05:53:40 UTC 2009,Jesssssii,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T
Wed Jun 10 04:03:37 UTC 2009,jimhong,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.
Wed Jun 10 04:03:53 UTC 2009,Ant_Ward,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?"
Wed Jun 10 05:24:40 UTC 2009,popitlockit,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha."
Wed Jun 10 15:31:56 UTC 2009,FionaSarah,@ruby_gem My primary debit card is Visa Electron.
Wed Jun 10 15:31:59 UTC 2009,MalloryRayne,Off to the bank to get my new visa platinum card
Wed Jun 10 15:32:06 UTC 2009,_abi_,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?"
Sat Jun 13 16:23:31 UTC 2009,sfkerropi6,has a date with bobby flay and gut fieri from food network
Sat Jun 13 16:24:08 UTC 2009,tessalau,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!
Sat Jun 13 16:24:12 UTC 2009,ZFilth,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.
Sat Jun 13 16:24:25 UTC 2009,annieblane,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.
Sat Jun 13 16:24:34 UTC 2009,LAURAcBRYAN,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today."
Sun Jun 14 04:35:33 UTC 2009,NathanChalmers,Fighting with LaTex. Again...
Sun Jun 14 04:35:53 UTC 2009,LoonyLongbottom,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil
Sun Jun 14 04:36:07 UTC 2009,QuadError,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more."
Sun Jun 14 21:35:58 UTC 2009,musicmuse,How to Track Iran with Social Media: http://bit.ly/2BoqU
Sun Jun 14 21:36:04 UTC 2009,sketoaks,Shit's hitting the fan in Iran...craziness indeed #iranelection
Sun Jun 14 21:36:09 UTC 2009,jamespenycate,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.
Sat Jun 13 16:13:59 UTC 2009,boardcentral,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)
Sat Jun 13 16:23:41 UTC 2009,JimFacey,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.
Sat Jun 13 16:24:03 UTC 2009,wetfishdesigns,@johncmayer is Bobby Flay joining you?
Sat Jun 13 16:24:15 UTC 2009,A_TALL_BLONDE,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!
Sun Jun 14 04:31:12 UTC 2009,rooney_tunes,"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)"
Sun Jun 14 04:31:23 UTC 2009,roguemovement,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!
Sun Jun 14 04:31:28 UTC 2009,yomcat,"After using LaTeX a lot, any other typeset mathematics just looks hideous."
Sun Jun 14 04:31:43 UTC 2009,proggit,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7
Sun Jun 14 04:32:17 UTC 2009,sam33r,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now."
Sun Jun 14 04:36:34 UTC 2009,iamtheonlyjosie,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.
Sun Jun 14 21:36:07 UTC 2009,plutopup7,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect"
Sun Jun 14 21:36:17 UTC 2009,captain_pete,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...
